Store #,Store Name,Store Address,Store City,Store ZIp,Store Phone,Store Fax,State,Div #,Division Name,Reg #,Region,DM #,DM Name,Mkt #,Market Name,BYO #,BYO Name,Store Open Date,Square Footage,LAT1,LONG1,ts_datetime,District#
4612,HAMPTON,1413 N ARMISTEAD AVE,HAMPTON,23666,757-827-5446,757-896-8416,VA,1,SOUTHERN,17,SOUTH ATLANTIC,118,DON A MCCOURT ,177,NORFOLK,1,SOUTHEAST,00:00.0,113948,37.0348398,-76.3678155,00:00.0,118
877,TUSCALOOSA,1601 13TH AVE EAST,TUSCALOOSA,35404,205-633-2038,205-661-2476,AL,1,SOUTHERN,1,MIDSOUTH,78,SHERRE D HOOD ,89,BIRMINGHAM,1,SOUTHEAST,00:00.0,108922,33.1954066,-87.5180222,00:00.0,78
6838,WILLOWBROOK,12727 FM 1960 WEST,HOUSTON,77065,281-807-5128,281-517-4413,TX,1,SOUTHERN,19,GULF,260,PATRICK J JOHNSON ,8,HOUSTON,11,SOUTHWEST,00:00.0,102513,29.9185054,-95.6072721,00:00.0,260
6940,POWDER SPRINGS,1062 RICHARD D SAILORS,POWDER SPRINGS,30127,678-567-1161,770-222-3619,GA,1,SOUTHERN,1,MIDSOUTH,2,MARIA T CHAPMAN ,1,ATLANTA,1,SOUTHEAST,00:00.0,102513,33.8655128,-84.6780845,00:00.0,2
883,MONTGOMERY,2312 EASTERN BLVD,MONTGOMERY,36117,334-272-8552,334-274-6416,AL,1,SOUTHERN,1,MIDSOUTH,301,BRIAN L REICK ,89,BIRMINGHAM,1,SOUTHEAST,00:00.0,103032,32.3510766,-86.2230443,00:00.0,301
1973,EDWARDSVILLE,2500 TROY ROAD,EDWARDSVILLE,62025,618-659-3682,618-650-8416,IL,4,NORTHERN,8,CENTRAL,299,STEVEN M ESPARZA ,109,ST. LOUIS,7,MIDWEST,00:00.0,94812,38.780028,-89.9498443,00:00.0,299
8926,APOPKA,1670 W ORANGE BLOSSOM TR,APOPKA,32712,407-880-4778,407-464-1813,FL,1,SOUTHERN,24,SOUTHEAST,12,VERNON C SMALL ,3,ORL/MEL/DAYTONA,1,SOUTHEAST,00:00.0,102513,28.6863785,-81.5408861,00:00.0,12
3104,BOZEMAN,1771 NORTH 19TH AVENUE,BOZEMAN,59718,406-556-0161,406-585-4914,MT,2,WESTERN,12,PACIFIC NORTHWEST,255,JEREMY D WALLIS ,204,WESTERN MONTANA,12,NORTHWEST,00:00.0,95443,45.6972673,-111.0652672,00:00.0,255
3808,"NILES, OH",1900 NILES CORTLAND,WARREN,44484,330-505-0225,330-505-4016,OH,4,NORTHERN,25,OHIO VALLEY,177,MICHAEL A MCCARTHY II,139,CLEVELAND,7,MIDWEST,00:00.0,113816,41.2172652,-80.7433551,00:00.0,177
951,MANAHAWKIN,197 ROUTE 72 WEST,STAFFORD TOWNSHIP,8050,609-978-3600,609-978-4136,NJ,4,NORTHERN,16,NJ METRO,107,COREY W LILLISTON ,15,NEW JERSEY,3,NORTHEAST,00:00.0,116591,39.6954334,-74.2683264,00:00.0,107
2845,"RICHFIELD,MN",6301 RICHFIELD PKWY,RICHFIELD,55423,612-243-2400,612-243-2424,MN,4,NORTHERN,30,NORTHERN PLAINS,184,CHRISTOPHER M INNES ,101,MINNESOTA,7,MIDWEST,00:00.0,102867,44.8874331,-93.2483251,00:00.0,184
779,"COVINGTON,TN",110 HOLLY GROVE ROAD,COVINGTON,38019,901-475-0438,901-313-5413,TN,1,SOUTHERN,1,MIDSOUTH,73,JOEL O COGDELL ,541,"COVINGTON, TN",39,NCD-SMALL MKT-SOUTHERN,00:00.0,47895,35.5443091,-89.667892,00:00.0,73
6877,BRUCKNER BLVD AND BRUSH,2560 BRUCKNER BLVD,BRONX,10465,718-828-1071,718-409-6964,NY,4,NORTHERN,31,NY METRO,212,EUGENE C BARLOW JR,116,NEW YORK CITY,3,NORTHEAST,00:00.0,114565,40.8269688,-73.8396504,00:00.0,212
1115,HILTON HEAD,20 GATEWAY VILLAGE RD,BLUFFTON,29910,843-815-7000,843-815-1416,SC,1,SOUTHERN,24,SOUTHEAST,58,TAMMY A COLEMAN ,23,SAVANNAH/HILTON HEAD,1,SOUTHEAST,00:00.0,102252,32.2550009,-80.8454492,00:00.0,58
2902,NE JACKSON,6325 I-55 NORTH,JACKSON,39213,601-952-0740,601-952-1816,MS,1,SOUTHERN,1,MIDSOUTH,93,KRISTI K WILLIAMS ,102,JACKSON,1,SOUTHEAST,00:00.0,101830,32.3953403,-90.1483093,00:00.0,93
4631,MIDLOTHIAN,1386 CAR MIA WAY,RICHMOND,23235,804-897-9021,804-897-1946,VA,1,SOUTHERN,17,SOUTH ATLANTIC,149,MATTHEW B GILREATH ,176,RICHMOND,1,SOUTHEAST,00:00.0,107009,37.5105495,-77.6036865,00:00.0,149
1515,GREELEY,2815 35TH AVENUE,GREELEY,80634,970-506-0662,970-506-6416,CO,2,WESTERN,34,PAC MTN DESERT,77,DAVID A LATAILLE ,51,COLORADO,12,NORTHWEST,00:00.0,116024,40.3901845,-104.7378328,00:00.0,77
1248,YONKERS,601 SOUTH SPRAIN RD,YONKERS,10710,914-963-3003,914-964-2416,NY,4,NORTHERN,31,NY METRO,212,EUGENE C BARLOW JR,116,NEW YORK CITY,3,NORTHEAST,00:00.0,103579,40.9746379,-73.8612167,00:00.0,212
4708,OLYMPIA,1325 FONES RD SE,OLYMPIA,98501,360-412-1900,360-412-8816,WA,2,WESTERN,12,PACIFIC NORTHWEST,52,JAMES D ECCLES ,44,SEA/TAC,12,NORTHWEST,00:00.0,101830,47.0369206,-122.8500916,00:00.0,52
6960,NORTH FONTANA,16005 SIERRA LAKES PKWY,FONTANA,92336,909-350-3476,909-429-3713,CA,2,WESTERN,20,PACIFIC SOUTH,67,TIMMOTHY S PFINGSTON ,47,INLAND/DESERT,5,PACIFIC,00:00.0,114700,34.1383935,-117.4570453,00:00.0,67
2678,E SPRINGFIELD,2001 BOSTON ROAD,WILBRAHAM,1095,413-543-8100,413-543-9416,MA,4,NORTHERN,27,NEW ENGLAND,123,JASON M WORRELL ,272,INDIAN ORCHARD,3,NORTHEAST,00:00.0,114445,42.1478405,-72.4735438,00:00.0,123
4626,VA BEACH/PRINCESS ANNE,2020 LYNNHAVEN PKWY,VIRGINIA BEACH,23456,757-471-4880,757-416-4416,VA,1,SOUTHERN,17,SOUTH ATLANTIC,118,DON A MCCOURT ,177,NORFOLK,1,SOUTHEAST,00:00.0,110079,36.7914967,-76.118475,00:00.0,118
6657,LA HABRA,600 S HARBOR BLVD,LA HABRA,90631,562-690-6006,562-905-4096,CA,2,WESTERN,20,PACIFIC SOUTH,171,KARA A NOTO-CARLOS ,48,LA,5,PACIFIC,00:00.0,107915,33.9260101,-117.9318827,00:00.0,171
1807,POCATELLO,4340 HAWTHORNE RD,CHUBBUCK,83202,208-637-1008,208-637-6616,ID,2,WESTERN,12,PACIFIC NORTHWEST,143,TREVOR R CANTWELL ,76,UTAH,12,NORTHWEST,00:00.0,115086,42.911933,-112.4748777,00:00.0,143
8561,"BURLINGTON,WA",2001 MARKET PLACE DRIVE,BURLINGTON,98233,360-757-1986,360-707-5474,WA,2,WESTERN,12,PACIFIC NORTHWEST,317,  ,44,SEA/TAC,12,NORTHWEST,00:00.0,114700,48.4478456,-122.3386078,00:00.0,317
2564,HYATTSVILLE,3301 E WEST HIGHWAY,HYATTSVILLE,20782,301-891-1106,301-853-1016,MD,4,NORTHERN,10,MID-ATLANTIC,201,JOSE A ZUNIGA JR,43,WASHINGTON DC,3,NORTHEAST,00:00.0,116784,38.9661403,-76.9652922,00:00.0,201
1705,LIHUE-KAUAI,4320 NUHOU STREET,LIHUE,96766,808-632-2740,808-632-2713,HI,2,WESTERN,20,PACIFIC SOUTH,284,RYAN K QUEYPO ,266,OUTER ISLANDS,33,ALASKA/HAWAII,00:00.0,95146,21.9681656,-159.3821868,00:00.0,284
6206,"FAIRFIELD, CT",541 KINGS HWY CUT-OFF,FAIRFIELD,6824,203-254-3888,203-256-3419,CT,4,NORTHERN,27,NEW ENGLAND,254,BRYAN A WILLIAMS ,10,HARTFORD/S CONN,3,NORTHEAST,00:00.0,99656,41.158765,-73.2417673,00:00.0,32
8572,MORGAN HILL,860 E DUNNE AVENUE,MORGAN HILL,95037,408-779-9755,408-776-6514,CA,2,WESTERN,5,PACIFIC NORTH,209,GLENN A NICHOLAS JR,21,SAN FRANCISCO BAY,5,PACIFIC,00:00.0,103359,37.1293792,-121.6347423,00:00.0,209
4018,S BEAVERTON,4401 SOUTHWEST 110TH AVE,BEAVERTON,97005,503-469-4242,503-605-4414,OR,2,WESTERN,12,PACIFIC NORTHWEST,274,BRIAN L KUBIN ,54,PORTLAND,12,NORTHWEST,00:00.0,115793,45.4878792,-122.7911873,00:00.0,39
1513,GRAND JUNCTION,2436 F ROAD,GRAND JUNCTION,81505,970-244-8577,970-257-8176,CO,2,WESTERN,34,PAC MTN DESERT,210,DARRICK E LANSDEN ,190,GRAND JUNCTION,12,NORTHWEST,00:00.0,105741,39.0956896,-108.6008762,00:00.0,210
959,PATERSON,75 MCLEAN BLVD,PATERSON,7514,973-357-1305,973-569-2074,NJ,4,NORTHERN,31,NY METRO,14,ANAND SINGH ,15,NEW JERSEY,3,NORTHEAST,00:00.0,117698,40.9334489,-74.1420744,00:00.0,138
4603,ALEXANDRIA,400 S PICKETT ST,ALEXANDRIA,22304,703-823-1900,703-212-6416,VA,4,NORTHERN,10,MID-ATLANTIC,34,MATTHEW R BOBBITT ,43,WASHINGTON DC,3,NORTHEAST,00:00.0,106970,38.8076454,-77.1260879,00:00.0,278
262,CASSELBERRY,3455 S US HWY 17-92,CASSELBERRY,32707,407-332-9500,407-262-7294,FL,1,SOUTHERN,24,SOUTHEAST,96,JAMES R CANNON ,3,ORL/MEL/DAYTONA,1,SOUTHEAST,00:00.0,102600,28.6766789,-81.3343823,00:00.0,96
1013,REDLANDS,1151 W LUGONIA AVE,REDLANDS,92374,909-748-0505,909-335-6916,CA,2,WESTERN,20,PACIFIC SOUTH,23,ARMANDO MENDIETA ,47,INLAND/DESERT,5,PACIFIC,00:00.0,115065,34.0683666,-117.1975813,00:00.0,23
6964,"NEWARK,CA",5401 THORNTON AVE,NEWARK,94560,510-494-1205,510-284-0313,CA,2,WESTERN,5,PACIFIC NORTH,295,JACOB B CRAIL ,21,SAN FRANCISCO BAY,5,PACIFIC,00:00.0,92057,37.5446233,-122.0265239,00:00.0,295
805,PELHAM,3191 PELHAM PKWY,PELHAM,35124,205-685-1837,205-685-5213,AL,1,SOUTHERN,1,MIDSOUTH,78,SHERRE D HOOD ,89,BIRMINGHAM,1,SOUTHEAST,00:00.0,94981,33.2836772,-86.8089067,00:00.0,78
459,W BELL RD,6880 W BELL RD,GLENDALE,85308,623-486-1550,623-486-6539,AZ,2,WESTERN,34,PAC MTN DESERT,287,CLARENCE E FORD JR,6,PHOENIX,5,PACIFIC,00:00.0,104307,33.6396901,-112.2064979,00:00.0,287
2677,TAUNTON,899 COUNTY STREET,TAUNTON,2780,508-823-0960,508-884-4116,MA,4,NORTHERN,27,NEW ENGLAND,189,LORI J CORELLI ,39,BOSTON/MA/NH,3,NORTHEAST,00:00.0,114446,41.8772857,-71.0645451,00:00.0,189
139,ROME,103 HICKS DRIVE,ROME,30161,706-236-9030,706-236-2316,GA,1,SOUTHERN,1,MIDSOUTH,2,MARIA T CHAPMAN ,1,ATLANTA,1,SOUTHEAST,00:00.0,101859,34.2542098,-85.1624073,00:00.0,2
1401,W LITTLE ROCK,12610 CHENAL PKWY,LITTLE ROCK,72211,501-219-9600,501-219-4416,AR,1,SOUTHERN,11,SOUTHWEST,306,EDWARD MARY ,113,W. LITTLE ROCK,11,SOUTHWEST,00:00.0,101860,34.7560006,-92.4131644,00:00.0,306
4415,PARK CITY,1595 EAST FRONTAGE RD,PARK CITY,84098,435-649-1467,435-655-6916,UT,2,WESTERN,5,PACIFIC NORTH,326,JAMES M TANNER ,76,UTAH,12,NORTHWEST,00:00.0,115050,40.7169941,-111.4834423,00:00.0,326
4801,HUNTINGTON,1050 THUNDERING HERD DR,BARBOURSVILLE,25504,304-733-8201,304-733-8173,WV,1,SOUTHERN,17,SOUTH ATLANTIC,3,JEREMY M MILLAY ,310,WEST VIRGINIA,1,SOUTHEAST,00:00.0,94974,38.4227995,-82.2857312,00:00.0,3
863,DAPHNE,7100 HWY 90,DAPHNE,36526,251-625-0890,334-625-7076,AL,1,SOUTHERN,24,SOUTHEAST,133,  ,18,MOBILE,1,SOUTHEAST,00:00.0,108144,30.6534027,-87.9018909,00:00.0,133
1552,FIRESTONE,10858 JAKE JABS BLVD,FIRESTONE,80504,303-678-1100,303-678-3113,CO,2,WESTERN,34,PAC MTN DESERT,166,CLIFF M WHITE ,51,COLORADO,12,NORTHWEST,00:00.0,102512,40.1582935,-104.9686734,00:00.0,166
3001,COLUMBIA,3215 CLARK LANE,COLUMBIA,65202,573-814-1900,573-814-2416,MO,4,NORTHERN,8,CENTRAL,80,SCOTT W PHILP ,537,NE MISSOURI,7,MIDWEST,00:00.0,119613,38.965972,-92.2893927,00:00.0,80
644,PITTSBURG,2300 N PARK BLVD,PITTSBURG,94565,925-473-1900,925-473-8316,CA,2,WESTERN,5,PACIFIC NORTH,49,PETER J WEBB ,21,SAN FRANCISCO BAY,5,PACIFIC,00:00.0,100264,38.0114506,-121.8590603,00:00.0,49
6869,ORLANDO SE,7007 NARCOOSSEE ROAD,ORLANDO,32822,407-273-2024,407-384-0513,FL,1,SOUTHERN,24,SOUTHEAST,12,VERNON C SMALL ,3,ORL/MEL/DAYTONA,1,SOUTHEAST,00:00.0,102513,28.4639174,-81.2713589,00:00.0,12
1774,"MONROE, GA",2150 WEST SPRING STREET,MONROE,30655,770-266-0550,770-266-1419,GA,1,SOUTHERN,1,MIDSOUTH,261,CHARLES A WILSON ,1,ATLANTA,1,SOUTHEAST,00:00.0,102513,33.8007989,-83.7451621,00:00.0,261
2736,LAPEER,1500 SUMMIT DRIVE,LAPEER,48446,810-245-3485,810-245-6016,MI,4,NORTHERN,48,MIDWEST,244,DONALD MANDEVILLE ,143,BAY CITY,7,MIDWEST,00:00.0,111975,43.0457975,-83.3240582,00:00.0,244
6376,WEST PORT ST LUCIE,700 SW ST LUCIE W BLVD,PORT SAINT LUCIE,34986,772-878-4206,772-878-4206,FL,1,SOUTHERN,47,SOUTH FLORIDA/PR,86,JUAN A LOPEZ ,2,MIAMI/FTL/WPALM,1,SOUTHEAST,00:00.0,94986,27.3163067,-80.3764437,00:00.0,86
1124,SIMPSONVILLE,669 FAIRVIEW ROAD,SIMPSONVILLE,29680,864-963-7732,864-962-6074,SC,1,SOUTHERN,17,SOUTH ATLANTIC,136,BOBBY K BOAEN ,26,COL/GRNVLL/SPTNBG,1,SOUTHEAST,00:00.0,102513,34.7088525,-82.2540996,00:00.0,136
8537,EL DORADO,507 WEST 19TH STREET,EL DORADO,71730,870-875-1427,870-864-4013,AR,1,SOUTHERN,11,SOUTHWEST,306,EDWARD MARY ,148,FAYETTEVILLE,11,SOUTHWEST,00:00.0,102513,33.2354703,-92.6687428,00:00.0,306
408,CASA GRANDE,1546 E FLORENCE BLVD,CASA GRANDE,85122,520-836-1028,520-876-3036,AZ,2,WESTERN,34,PAC MTN DESERT,60,JENNIPHER M WILLIAMS ,6,PHOENIX,5,PACIFIC,00:00.0,115065,32.8816401,-111.7210925,00:00.0,60
441,AVONDALE,1489 N DYSART RD,AVONDALE,85323,623-925-2896,623-925-4976,AZ,2,WESTERN,34,PAC MTN DESERT,287,CLARENCE E FORD JR,6,PHOENIX,5,PACIFIC,00:00.0,105700,33.4556214,-112.3388424,00:00.0,287
2913,BROOKHAVEN,101 STRIBLING ROAD,BROOKHAVEN,39601,601-833-2696,601-823-1613,MS,1,SOUTHERN,1,MIDSOUTH,93,KRISTI K WILLIAMS ,418,RURAL SOUTHERN EAST,39,NCD-SMALL MKT-SOUTHERN,00:00.0,62719,31.580481,-90.4772386,00:00.0,93
6986,BUCKHEAD,2525 PIEDMONT ROAD NE,ATLANTA,30324,404-841-5608,404-841-2013,GA,1,SOUTHERN,1,MIDSOUTH,87,GARY N DEMARINIS ,1,ATLANTA,1,SOUTHEAST,00:00.0,124178,33.8242536,-84.3652197,00:00.0,87
258,SUNRISE,2901 N UNIVERSITY DR,SUNRISE,33322,954-747-8226,954-747-9416,FL,1,SOUTHERN,47,SOUTH FLORIDA/PR,85,CHRISTOPHER FRAGA ,2,MIAMI/FTL/WPALM,1,SOUTHEAST,00:00.0,120346,26.1604332,-80.2588921,00:00.0,85
1518,SW COLORADO SPRINGS,2250 SOUTHGATE RD,COLORADO SPRINGS,80906,719-471-0054,719-228-4336,CO,2,WESTERN,34,PAC MTN DESERT,253,BENJAMIN K PABST ,51,COLORADO,12,NORTHWEST,00:00.0,117067,38.7987792,-104.820214,00:00.0,253
651,FLORIN RD,4641 FLORIN RD,SACRAMENTO,95823,916-393-9500,916-394-0496,CA,2,WESTERN,5,PACIFIC NORTH,172,GERALD M COZY ,29,SACRAMENTO,5,PACIFIC,00:00.0,100862,38.49747,-121.4525172,00:00.0,172
906,WATCHUNG,1515 ROUTE 22,WATCHUNG,7069,908-222-7700,908-222-2216,NJ,4,NORTHERN,16,NJ METRO,277,DOREL I BARBOS ,15,NEW JERSEY,3,NORTHEAST,00:00.0,121425,40.6424957,-74.4204498,00:00.0,193
6609,CHICO,2580 NOTRE DAME BLVD,CHICO,95928,530-342-0477,530-879-4416,CA,2,WESTERN,5,PACIFIC NORTH,51,MICHAEL L SPATES ,29,SACRAMENTO,5,PACIFIC,00:00.0,105855,39.7128395,-121.7962793,00:00.0,51
1520,BEAR VALLEY,3130 S SHERIDAN BLVD,DENVER,80227,303-922-0444,303-975-2516,CO,2,WESTERN,34,PAC MTN DESERT,210,DARRICK E LANSDEN ,51,COLORADO,12,NORTHWEST,00:00.0,117452,39.6545045,-105.0495302,00:00.0,210
2747,"MIDLAND,MI",1100 JOE MANN BLVD,MIDLAND,48642,989-633-9381,989-837-8214,MI,4,NORTHERN,48,MIDWEST,197,MARK C ANZARUT ,143,BAY CITY,7,MIDWEST,00:00.0,102513,43.6635433,-84.2401807,00:00.0,197
2764,AUBURN HILLS,4150 JOSLYN ROAD,AUBURN HILLS,48326,248-393-1004,248-393-9176,MI,4,NORTHERN,48,MIDWEST,218,DORTHANAL LEONARD JR,72,DETROIT,7,MIDWEST,00:00.0,121000,42.7045293,-83.2821458,00:00.0,33
8463,WEST COVINA,2220 S AZUSA AVENUE,WEST COVINA,91792,626-965-1013,626-935-1321,CA,2,WESTERN,6,PACIFIC CENTRAL,26,JOHN A SICKINGER ,48,LA,5,PACIFIC,00:00.0,114700,34.0365562,-117.9115451,00:00.0,26
6950,PUNTA GORDA,3941 TAMIAMI TRAIL #1111,PUNTA GORDA,33950,941-575-9799,941-833-4813,FL,1,SOUTHERN,47,SOUTH FLORIDA/PR,9,JEFFREY D BEESING ,25,FT.MYERS/NAPLES,1,SOUTHEAST,00:00.0,102083,26.8883625,-82.0253319,00:00.0,9
1983,COUNTRYSIDE,140 COUNTRYSIDE PLAZA,COUNTRYSIDE,60525,708-352-1550,708-588-1814,IL,4,NORTHERN,8,CENTRAL,98,JOAN L MORRIS ,75,CHICAGO,7,MIDWEST,00:00.0,95658,41.7810277,-87.8697351,00:00.0,98
812,SCOTTSBORO,24635 JOHN T REID PKWY,SCOTTSBORO,35768,256-575-2100,256-575-5746,AL,1,SOUTHERN,1,MIDSOUTH,319,JEFFREY S KING ,89,BIRMINGHAM,1,SOUTHEAST,00:00.0,102513,34.6645735,-86.0099606,00:00.0,319
1406,"JONESBORO,AR",711 E PARKER,JONESBORO,72404,870-268-0619,870-268-7413,AR,1,SOUTHERN,11,SOUTHWEST,306,EDWARD MARY ,349,JONESBORO,11,SOUTHWEST,00:00.0,102513,35.8055986,-90.7040449,00:00.0,306
469,MESA,1740 S COUNTRY CLUB DR,MESA,85210,480-644-9111,480-835-8516,AZ,2,WESTERN,34,PAC MTN DESERT,66,CLAYTON P BROWN ,6,PHOENIX,5,PACIFIC,00:00.0,107589,33.3829482,-111.8419538,00:00.0,66
4124,ERIE,7451 PEACH STREET,ERIE,16509,814-866-2772,814-866-4716,PA,4,NORTHERN,25,OHIO VALLEY,177,MICHAEL A MCCARTHY II,106,PITTSBURGH,7,MIDWEST,00:00.0,114482,42.0535382,-80.0820816,00:00.0,177
8560,S RENO,1001 STEAMBOAT PKWY,RENO,89521,775-851-6000,775-851-7513,NV,2,WESTERN,5,PACIFIC NORTH,116,STEVEN E MITCHELL ,63,RENO,5,PACIFIC,00:00.0,103384,39.424989,-119.7407023,00:00.0,116
6551,LIVE OAK,8138 AGORA PKWY,SELMA,78154,210-945-8160,210-945-6716,TX,1,SOUTHERN,19,GULF,47,BRAD S BELL ,40,SAN ANTONIO,11,SOUTHWEST,00:00.0,108000,29.5658876,-98.3276973,00:00.0,47
4180,ALTOONA,1676 OSGOOD DRIVE,ALTOONA,16602,814-944-1309,814-947-1413,PA,4,NORTHERN,25,OHIO VALLEY,170,ROBERT L BEACHY ,106,PITTSBURGH,7,MIDWEST,00:00.0,102513,40.4894445,-78.3827224,00:00.0,170
244,BRADENTON,2350 CORTEZ ROAD WEST,BRADENTON,34207,941-753-7777,941-739-3416,FL,1,SOUTHERN,24,SOUTHEAST,115,CHRIS L ARNOLD ,4,TAMPA/ST.PETE,1,SOUTHEAST,00:00.0,101980,27.4632479,-82.584765,00:00.0,115
3846,ONTARIO,2000 AUGUST DRIVE,MANSFIELD,44906,419-529-0015,419-528-4016,OH,4,NORTHERN,25,OHIO VALLEY,104,MICHAEL L COLLINS ,139,CLEVELAND,7,MIDWEST,00:00.0,121944,40.7638704,-82.5871784,00:00.0,104
411,SHOW LOW,5601 S WHITE MOUNTAIN RD,SHOW LOW,85901,928-532-1552,928-532-7158,AZ,2,WESTERN,34,PAC MTN DESERT,328,ROBERT J TILTON ,134,PRESCOTT,5,PACIFIC,00:00.0,94981,34.1986688,-110.0161501,00:00.0,328
376,N LAFAYETTE,1700 NE EVANGELINE,LAFAYETTE,70501,337-289-1394,337-254-0413,LA,1,SOUTHERN,1,MIDSOUTH,238,JAMES HICKINGBOTTOM ,5,NEW ORLEANS,11,SOUTHWEST,00:00.0,94980,30.2458088,-92.0105525,00:00.0,238
2323,COLD SPRING,415 CROSSROADS BLVD,COLD SPRING,41076,859-572-0018,859-572-4373,KY,4,NORTHERN,25,OHIO VALLEY,291,PAUL J HAITSCH ,156,CINCINNATI,7,MIDWEST,00:00.0,101742,39.0064408,-84.417195,00:00.0,291
6620,POWER INN,8000 FOLSOM BLVD,SACRAMENTO,95826,916-381-3181,916-388-8416,CA,2,WESTERN,5,PACIFIC NORTH,20,STEPHEN K REEVES ,29,SACRAMENTO,5,PACIFIC,00:00.0,102862,38.5488037,-121.4114064,00:00.0,172
6672,EAST SAN JOSE,2855 STORY ROAD,SAN JOSE,95127,408-926-1468,408-254-6073,CA,2,WESTERN,5,PACIFIC NORTH,295,JACOB B CRAIL ,21,SAN FRANCISCO BAY,5,PACIFIC,00:00.0,114700,37.3543529,-121.8243736,00:00.0,295
430,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
130,CASCADE,1032 RESEARCH CENTER,ATLANTA,30331,404-691-2077,404-505-2416,GA,1,SOUTHERN,1,MIDSOUTH,87,GARY N DEMARINIS ,1,ATLANTA,1,SOUTHEAST,00:00.0,105662,33.7269916,-84.5041327,00:00.0,87
1703,MAUI,100 PAKAULA STREET,KAHULUI,96732,808-893-7800,808-872-2416,HI,2,WESTERN,20,PACIFIC SOUTH,284,RYAN K QUEYPO ,266,OUTER ISLANDS,33,ALASKA/HAWAII,00:00.0,130500,20.876694,-156.4568728,00:00.0,284
4940,MENOMONEE FALLS,N94 W 18375 THUNDER RDG,MENOMONEE FALLS,53051,262-502-9840,262-257-7773,WI,4,NORTHERN,30,NORTHERN PLAINS,304,BANUMANN JONATHAN  ,164,MILWAUKEE,7,MIDWEST,00:00.0,94992,43.1873496,-88.1374774,00:00.0,304
385,NEW ORLEANS CENTRAL,1100 S CLAIBORNE AVENUE,NEW ORLEANS,70125,504-592-1251,504-592-0019,LA,1,SOUTHERN,1,MIDSOUTH,4,FRANK J WEBB ,5,NEW ORLEANS,11,SOUTHWEST,00:00.0,114958,29.9477623,-90.0858414,00:00.0,4
4637,STAFFORD,305 WORTH AVE,STAFFORD,22556,540-657-6478,540-288-3416,VA,4,NORTHERN,10,MID-ATLANTIC,34,MATTHEW R BOBBITT ,43,WASHINGTON DC,3,NORTHEAST,00:00.0,114732,38.4776167,-77.4189073,00:00.0,34
908,CLIFTON,955 BLOOMFIELD AVE,CLIFTON,7012,973-472-4600,973-472-0178,NJ,4,NORTHERN,31,NY METRO,14,ANAND SINGH ,15,NEW JERSEY,3,NORTHEAST,00:00.0,104914,40.8433448,-74.1578358,00:00.0,15
417,OCOTILLO/S CHANDLER,4141 S ARIZONA AVE,CHANDLER,85248,480-802-7117,480-802-6473,AZ,2,WESTERN,34,PAC MTN DESERT,66,CLAYTON P BROWN ,6,PHOENIX,5,PACIFIC,00:00.0,102455,33.2450142,-111.8393067,00:00.0,66
2204,E WICHITA,3350 N WOODLAWN,WICHITA,67220,316-681-0899,316-691-5796,KS,4,NORTHERN,30,NORTHERN PLAINS,259,TIM E HODGES ,147,WICHITA,7,MIDWEST,00:00.0,111756,37.7441812,-97.2612486,00:00.0,259
6668,LAKE FOREST,20021 LAKE FOREST DR,LAKE FOREST,92630,949-609-0221,949-457-1503,CA,2,WESTERN,20,PACIFIC SOUTH,25,TIMOTHY J JENKINS ,48,LA,5,PACIFIC,00:00.0,109020,33.6712485,-117.6624453,00:00.0,25
8557,PHOENIX,3345 GROVE ROAD,PHOENIX,97535,541-512-1458,541-512-3279,OR,2,WESTERN,12,PACIFIC NORTHWEST,289,AURORA LOPEZ-SZPAK ,54,PORTLAND,12,NORTHWEST,00:00.0,102513,42.2830331,-122.8143392,00:00.0,289
6152,STARRETT CITY,579 GATEWAY DRIVE,BROOKLYN,11239,718-827-9568,718-348-2374,NY,4,NORTHERN,31,NY METRO,82,FELIX RAMIREZ JR,116,NEW YORK CITY,3,NORTHEAST,00:00.0,125942,40.6536102,-73.8686065,00:00.0,82
6305,EAST BRANDON,1524 E BRANDON BLVD,BRANDON,33511,813-655-3871,813-655-6016,FL,1,SOUTHERN,24,SOUTHEAST,165,MARCIAL RODRIGUEZ JR,4,TAMPA/ST.PETE,1,SOUTHEAST,00:00.0,107996,27.939581,-82.2623163,00:00.0,165
6822,ALSIP,12000 S CICERO AVE,ALSIP,60803,708-239-1873,708-239-1418,IL,4,NORTHERN,8,CENTRAL,98,JOAN L MORRIS ,75,CHICAGO,7,MIDWEST,00:00.0,102513,41.6748488,-87.7413332,00:00.0,98
6554,"GREENVILLE,TX",7101 CENTER POINT LANE,GREENVILLE,75402,903-454-2125,903-457-2476,TX,1,SOUTHERN,11,SOUTHWEST,37,GABRIEL TAVARES ,16,DALLAS/FT WORTH,11,SOUTHWEST,00:00.0,114000,33.0971077,-96.1039137,00:00.0,37
652,RANCHO CORDOVA,2756 SUNRISE BLVD,RANCHO CORDOVA,95742,916-852-0900,916-858-8416,CA,2,WESTERN,5,PACIFIC NORTH,172,GERALD M COZY ,29,SACRAMENTO,5,PACIFIC,00:00.0,101937,38.6004593,-121.2680563,00:00.0,172
